거래일,거래일시,결제유형,주문아이디,브랜드명,상점명,거래유형,주문내역,총금액,주문금액,결제금액,쿠팡부담할인금액,상점부담할인금액,기본요금,,,프로모션요금,,고객부담배달비,고객부담배달비 (총액),프로모션혜택금액,최종요금,,,정산금액
,,,,,,,,,,,,,서비스수수료,카드수수료 및 결제이용료,배달수수료,주문중개수수료,배달요금,,,,총공급가액,총부가세액,총액,
2021-05-28,2021-05-28 15:34,CREDIT,2AC2G0,,다이어트랩,PAY,"연어 스테이크 KIT, 오미자 티 (수제청)","36,900","30,900","36,900",0,0,"4,635",927,"6,000","1,000","5,000","2,727","3,000","7,362","4,200",420,"4,620","26,280"
2021-05-28,2021-05-28 17:27,CHECK,1AD9R0,,다이어트랩,PAY,"REAL VEGETARIAN KIT (채식), 연어 스테이크 KIT","34,500","28,500","34,500",0,0,"4,275",855,"6,000","1,000","5,000","2,727","3,000","7,002","4,128",413,"4,541","23,959"
2021-05-28,2021-05-28 17:28,CHECK,1AD9R0,,다이어트랩,CANCEL,"REAL VEGETARIAN KIT (채식), 연어 스테이크 KIT","-34,500","-28,500","-34,500",0,0,"-4,275",-855,"-6,000","-1,000","-5,000","-2,727","-3,000","-7,002","-4,128",-413,"-4,541","-23,959"
2021-05-28,2021-05-28 17:30,CHECK,0A9800,,다이어트랩,PAY,"REAL VEGETARIAN KIT (채식), 연어 스테이크 KIT, 대추 토마토","39,500","33,500","39,500",0,0,"5,025","1,005","6,000","1,000","5,000","2,727","3,000","7,752","4,278",428,"4,706","28,794"
2021-05-28,2021-05-28 18:25,CREDIT,18YNR0,,다이어트랩,PAY,"벌크업 소고기 스테이크 KIT, 녹차 라떼 (유기농)","19,500","16,500","19,500",0,0,"2,475",495,"6,000","1,000","5,000","2,727","3,000","5,202","3,768",377,"4,145","12,355"
2021-05-28,2021-05-28 20:30,CREDIT,1JPKR0,,다이어트랩,PAY,"애기당근 50g, 브로콜리 50g, 직접 구운계란 (모두가 아는 찜질방 그 맛), GO단백 닭가슴살 스테이크 KIT","18,900","15,900","18,900",0,0,"2,385",477,"6,000","1,000","5,000","2,727","3,000","5,112","3,750",375,"4,125","11,775"
2021-05-28,2021-05-28 22:49,BANK,06WE80,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"26,400","23,400","26,400",0,0,"3,510",702,"6,000","1,000","5,000","2,727","3,000","6,237","3,975",397,"4,372","19,028"
2021-05-28,2021-05-28 22:52,BANK,06WE80,,다이어트랩,CANCEL,(3KIT 선택) 하루 세끼 다이어트 식단,"-26,400","-23,400","-26,400",0,0,"-3,510",-702,"-6,000","-1,000","-5,000","-2,727","-3,000","-6,237","-3,975",-397,"-4,372","-19,028"
2021-05-29,2021-05-29 12:28,CREDIT,27LA00,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"28,400","25,400","28,400",0,0,"3,810",762,"6,000","1,000","5,000","2,727","3,000","6,537","4,035",403,"4,438","20,962"
2021-05-29,2021-05-29 17:37,CHECK,2DDV00,,다이어트랩,PAY,GO단백 닭가슴살 KIT,"20,000","17,000","20,000",0,0,"2,550",510,"6,000","1,000","5,000","2,727","3,000","5,277","3,783",378,"4,161","12,839"
2021-05-29,2021-05-29 19:56,BANK,0FBLR0,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"26,400","23,400","26,400",0,0,"3,510",702,"6,000","1,000","5,000","2,727","3,000","6,237","3,975",397,"4,372","19,028"
2021-05-29,2021-05-29 21:15,CHECK,1E2200,,다이어트랩,PAY,"GO단백 닭가슴살 KIT, 벌크업 소고기 단백질 KITx2, 단호박 (120g)","30,000","27,000","30,000",0,0,"4,050",810,"6,000","1,000","5,000","2,727","3,000","6,777","4,083",408,"4,491","22,509"
2021-05-30,2021-05-30 11:17,CHECK,192180,,다이어트랩,PAY,"수제 디톡스 파인애플 에이드 (ICE), 수제 디톡스 파인애플 티 (ICE)x2","24,500","21,500","23,500","1,000",0,"3,225",645,"6,000","1,000","5,000","2,727","3,000","5,952","3,918",392,"4,310","17,190"
2021-05-30,2021-05-30 13:02,CREDIT,2GTK80,,다이어트랩,PAY,벌크업 소고기 스테이크 KIT,"21,500","18,500","21,500",0,0,"2,775",555,"6,000","1,000","5,000","2,727","3,000","5,502","3,828",383,"4,211","14,289"
2021-05-30,2021-05-30 13:23,CREDIT,2E7YG0,,다이어트랩,PAY,"수제 디톡스 파인애플 에이드 (ICE), 벌크업 소고기 단백질 KIT, 미니양배추 50g","20,500","17,500","20,500",0,0,"2,625",525,"6,000","1,000","5,000","2,727","3,000","5,352","3,798",380,"4,178","13,322"
2021-05-30,2021-05-30 18:59,CREDIT,057500,,다이어트랩,PAY,"수제 디톡스 파인애플 에이드 (ICE), 단호박 (120g)x2, 수제 디톡스 파인애플 티 (ICE)","27,300","24,300","27,300",0,0,"3,645",729,"6,000","1,000","5,000","2,727","3,000","6,372","4,002",400,"4,402","19,898"
2021-05-30,2021-05-30 21:00,CREDIT,1AGC80,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"28,400","25,400","28,400",0,0,"3,810",762,"6,000","1,000","5,000","2,727","3,000","6,537","4,035",403,"4,438","20,962"
2021-05-31,2021-05-31 10:19,CREDIT,0SL880,,다이어트랩,PAY,"REAL VEGETARIAN KIT (채식), 연어 스테이크 KIT","19,000","16,000","19,000",0,0,"2,400",480,"6,000","1,000","5,000","2,727","3,000","5,127","3,753",375,"4,128","11,872"
2021-05-31,2021-05-31 11:53,CREDIT,170NG0,,다이어트랩,PAY,"직접 구운계란 (모두가 아는 찜질방 그 맛)x2, 벌크업 소고기 스테이크 KIT, 브로콜리 50g, 애기당근 50g, 컬리플라워 50g","18,800","15,800","18,800",0,0,"2,370",474,"6,000","1,000","5,000","2,727","3,000","5,097","3,747",374,"4,121","11,679"
2021-05-31,2021-05-31 16:13,CREDIT,0YTS80,,다이어트랩,PAY,"GO단백 닭가슴살 스테이크 KIT, 수제 디톡스 파인애플 에이드 (ICE)","22,500","19,500","22,500",0,0,"2,925",585,"6,000","1,000","5,000","2,727","3,000","5,652","3,858",386,"4,244","15,256"
2021-05-31,2021-05-31 17:58,CHECK,00XKR0,,다이어트랩,PAY,"(3KIT 선택) 하루 세끼 다이어트 식단, 수제 디톡스 파인애플 에이드 (ICE)","32,900","29,900","32,900",0,0,"4,485",897,"6,000","1,000","5,000","2,727","3,000","7,212","4,170",417,"4,587","25,313"
2021-05-31,2021-05-31 18:02,CHECK,0GRYG0,,다이어트랩,PAY,GO단백 닭가슴살 스테이크 KITx2,"18,000","15,000","18,000",0,0,"2,250",450,"6,000","1,000","5,000","2,727","3,000","4,977","3,723",372,"4,095","10,905"
2021-05-31,2021-05-31 18:16,BANK,0CL7R0,,다이어트랩,PAY,"닭가슴살 믹스 샐러드, 수제 디톡스 파인애플 티 (ICE)","20,000","17,000","20,000",0,0,"2,550",510,"6,000","1,000","5,000","2,727","3,000","5,277","3,783",378,"4,161","12,839"
2021-05-31,2021-05-31 23:12,CREDIT,0RMAR0,,다이어트랩,PAY,"GO단백 닭가슴살 스테이크 KITx2, 벌크업 소고기 스테이크 KIT, 미니양배추 50g, 직접 구운계란 (모두가 아는 찜질방 그 맛)","30,400","27,400","30,400",0,0,"4,110",822,"6,000","1,000","5,000","2,727","3,000","6,837","4,095",409,"4,504","22,896"
2021-06-01,2021-06-01 11:08,CREDIT,01WH80,,다이어트랩,PAY,"연어 스테이크 KIT, 대추 토마토, 소스 추가 1개","32,700","26,700","32,700",0,0,"4,005",801,"6,000","1,000","5,000","2,727","3,000","6,732","4,074",407,"4,481","22,219"
2021-06-01,2021-06-01 11:28,CREDIT,1TNAG0,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"27,400","24,400","27,400",0,0,"3,660",732,"6,000","1,000","5,000","2,727","3,000","6,387","4,005",400,"4,405","19,995"
2021-06-01,2021-06-01 11:56,CHECK,0A8D00,,다이어트랩,PAY,GO단백 닭가슴살 스테이크 KITx2,"22,000","19,000","22,000",0,0,"2,850",570,"6,000","1,000","5,000","2,727","3,000","5,577","3,843",384,"4,227","14,773"
2021-06-01,2021-06-01 21:12,CREDIT,0JMHR0,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"26,400","23,400","26,400",0,0,"3,510",702,"6,000","1,000","5,000","2,727","3,000","6,237","3,975",397,"4,372","19,028"
2021-06-01,2021-06-01 21:15,CREDIT,145000,,다이어트랩,PAY,"GO단백 닭가슴살 스테이크 KIT, OP CHOCO (ICE) 초코 프로틴, 직접 구운계란 (모두가 아는 찜질방 그 맛)","21,900","15,900","21,900",0,0,"2,385",477,"6,000","1,000","5,000","2,727","3,000","5,112","3,750",375,"4,125","11,775"
2021-06-02,2021-06-02 10:41,CREDIT,2EKF80,,다이어트랩,PAY,GO단백 닭가슴살 스테이크 KIT,"19,800","16,800","19,800",0,0,"2,520",504,"6,000","1,000","5,000","2,727","3,000","5,247","3,777",377,"4,154","12,646"
2021-06-02,2021-06-02 10:48,CREDIT,2B9A00,,다이어트랩,PAY,"GO단백 닭가슴살 스테이크 KIT, 핸드드립 아메리카노, 더블 단백질 3 (소고기  닭가슴살) KIT","25,500","22,500","25,500",0,0,"3,375",675,"6,000","1,000","5,000","2,727","3,000","6,102","3,948",395,"4,343","18,157"
2021-06-02,2021-06-02 11:01,CREDIT,02YW80,,다이어트랩,PAY,"벌크업 소고기 스테이크 KIT, 미니양배추 50g, 모듬 야채 100g, 카페라떼","24,500","21,500","24,500",0,0,"3,225",645,"6,000","1,000","5,000","2,727","3,000","5,952","3,918",392,"4,310","17,190"
2021-06-02,2021-06-02 11:33,CREDIT,0M30G0,,다이어트랩,PAY,벌크업 소고기 스테이크 KIT,"18,300","15,300","18,300",0,0,"2,295",459,"6,000","1,000","5,000","2,727","3,000","5,022","3,732",373,"4,105","11,195"
2021-06-02,2021-06-02 17:37,CHECK,0RDLG0,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"29,900","26,900","29,900",0,0,"4,035",807,"6,000","1,000","5,000","2,727","3,000","6,762","4,080",408,"4,488","22,412"
2021-06-02,2021-06-02 19:47,CREDIT,2NE5G0,,다이어트랩,PAY,"REAL VEGETARIAN KIT (채식), 벌크업 소고기 단백질 KIT, 단호박 (120g)","22,500","19,500","22,500",0,0,"2,925",585,"6,000","1,000","5,000","2,727","3,000","5,652","3,858",386,"4,244","15,256"
2021-06-02,2021-06-02 22:19,CREDIT,05REG0,,다이어트랩,PAY,"수제 디톡스 파인애플 티 (ICE), 더블 단백질 3 (소고기  닭가슴살) KIT","28,000","25,000","28,000",0,0,"3,750",750,"6,000","1,000","5,000","2,727","3,000","6,477","4,023",402,"4,425","20,575"
2021-06-03,2021-06-03 11:28,CREDIT,1D9VR0,,다이어트랩,PAY,"연어 스테이크 KIT, 대추 토마토x2","42,900","36,900","42,900",0,0,"5,535","1,107","6,000","1,000","5,000","2,727","3,000","8,262","4,380",438,"4,818","32,082"
2021-06-03,2021-06-03 11:43,CHECK,1U92G0,,다이어트랩,PAY,"GO단백 닭가슴살 스테이크 KIT, GO단백 닭가슴살 스테이크 KIT","20,000","17,000","20,000",0,0,"2,550",510,"6,000","1,000","5,000","2,727","3,000","5,277","3,783",378,"4,161","12,839"
2021-06-03,2021-06-03 18:51,CREDIT,1159G0,,다이어트랩,PAY,"연어 스테이크 KIT, 미니양배추 50g","22,500","19,500","22,500",0,0,"2,925",585,"6,000","1,000","5,000","2,727","3,000","5,652","3,858",386,"4,244","15,256"
2021-06-03,2021-06-03 20:13,CREDIT,0KVR80,,다이어트랩,PAY,"벌크업 소고기 스테이크 KIT, OP CHO'BANA (ICE) 초코바나나 프로틴","21,400","18,400","21,400",0,0,"2,760",552,"6,000","1,000","5,000","2,727","3,000","5,487","3,825",382,"4,207","14,193"
2021-06-04,2021-06-04 15:31,CHECK,01UUG0,,다이어트랩,PAY,GO단백 닭가슴살 스테이크 KITx3,"31,200","28,200","31,200",0,0,"4,230",846,"6,000","1,000","5,000","2,727","3,000","6,957","4,119",412,"4,531","23,669"
2021-06-04,2021-06-04 15:34,CHECK,01UUG0,,다이어트랩,CANCEL,GO단백 닭가슴살 스테이크 KITx3,"-31,200","-28,200","-31,200",0,0,"-4,230",-846,"-6,000","-1,000","-5,000","-2,727","-3,000","-6,957","-4,119",-412,"-4,531","-23,669"
2021-06-05,2021-06-05 11:49,BANK,1D3380,,다이어트랩,PAY,"GO단백 닭가슴살 스테이크 KIT, 벌크업 소고기 스테이크 KIT, 직접 구운계란 (모두가 아는 찜질방 그 맛)","21,400","18,400","21,400",0,0,"2,760",552,"6,000","1,000","5,000","2,727","3,000","5,487","3,825",382,"4,207","14,193"
2021-06-05,2021-06-05 12:49,CHECK,2G4T80,,다이어트랩,PAY,더블 단백질 1 (닭가슴살  닭가슴살 스테이크) KITx2,"24,000","21,000","24,000",0,0,"3,150",630,"6,000","1,000","5,000","2,727","3,000","5,877","3,903",390,"4,293","16,707"
2021-06-05,2021-06-05 17:02,CREDIT,0FSXR0,,다이어트랩,PAY,"벌크업 소고기 단백질 KIT, OP VANI'COF (ICE) 바닐라커피 프로틴","21,400","18,400","21,400",0,0,"2,760",552,"6,000","1,000","5,000","2,727","3,000","5,487","3,825",382,"4,207","14,193"
2021-06-05,2021-06-05 18:53,CREDIT,2S5LR0,,다이어트랩,PAY,"연어 스테이크 KIT, 컬리플라워 50g","21,500","18,500","21,500",0,0,"2,775",555,"6,000","1,000","5,000","2,727","3,000","5,502","3,828",383,"4,211","14,289"
2021-06-05,2021-06-05 18:53,CREDIT,2S5LR0,,다이어트랩,CANCEL,"연어 스테이크 KIT, 컬리플라워 50g","-21,500","-18,500","-21,500",0,0,"-2,775",-555,"-6,000","-1,000","-5,000","-2,727","-3,000","-5,502","-3,828",-383,"-4,211","-14,289"
2021-06-05,2021-06-05 18:54,CREDIT,0U8NG0,,다이어트랩,PAY,"연어 스테이크 KIT, 컬리플라워 50g","21,500","18,500","21,500",0,0,"2,775",555,"6,000","1,000","5,000","2,727","3,000","5,502","3,828",383,"4,211","14,289"
2021-06-05,2021-06-05 20:22,CREDIT,0M85G0,,다이어트랩,PAY,"OP CHOCO (ICE) 초코 프로틴, (3KIT 선택) 하루 세끼 다이어트 식단","34,900","28,900","34,900",0,0,"4,335",867,"6,000","1,000","5,000","2,727","3,000","7,062","4,140",414,"4,554","24,346"
2021-06-05,2021-06-05 21:41,BANK,2GTWR0,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"29,400","26,400","29,400",0,0,"3,960",792,"6,000","1,000","5,000","2,727","3,000","6,687","4,065",406,"4,471","21,929"
2021-06-06,2021-06-06 12:09,CHECK,20D7R0,,다이어트랩,PAY,"REAL VEGETARIAN KIT (채식), 컬리플라워 50g, 오미자 티 (수제청)","21,500","18,500","21,500",0,0,"2,775",555,"6,000","1,000","5,000","2,727","3,000","5,502","3,828",383,"4,211","14,289"
2021-06-06,2021-06-06 12:15,CREDIT,2R0CR0,,다이어트랩,PAY,"핸드드립 아메리카노x2, 연어 스테이크 KIT, 대추 토마토x3","48,400","42,400","48,400",0,0,"6,360","1,272","6,000","1,000","5,000","2,727","3,000","9,087","4,545",454,"4,999","37,401"
2021-06-06,2021-06-06 12:51,CHECK,1N52R0,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"25,900","22,900","25,900",0,0,"3,435",687,"6,000","1,000","5,000","2,727","3,000","6,162","3,960",396,"4,356","18,544"
2021-06-06,2021-06-06 12:51,CHECK,1UB7G0,,다이어트랩,PAY,"GO단백 닭가슴살 스테이크 KIT, 수제 디톡스 파인애플 에이드 (ICE)","19,900","16,900","19,900",0,0,"2,535",507,"6,000","1,000","5,000","2,727","3,000","5,262","3,780",378,"4,158","12,742"
2021-06-06,2021-06-06 15:28,CREDIT,2UULR0,,다이어트랩,PAY,"GO단백 닭가슴살 스테이크 KIT, 수제 디톡스 파인애플 에이드 (ICE)","18,000","15,000","18,000",0,0,"2,250",450,"6,000","1,000","5,000","2,727","3,000","4,977","3,723",372,"4,095","10,905"
2021-06-06,2021-06-06 17:00,CHECK,1UAU80,,다이어트랩,PAY,"GO단백 닭가슴살 스테이크 KIT, 수제 디톡스 파인애플 티 (ICE)","23,000","20,000","23,000",0,0,"3,000",600,"6,000","1,000","5,000","2,727","3,000","5,727","3,873",387,"4,260","15,740"
2021-06-07,2021-06-07 11:34,CREDIT,00PJ00,,다이어트랩,PAY,더블 단백질 3 (소고기  닭가슴살) KIT,"18,300","15,300","18,300",0,0,"2,295",459,"6,000","1,000","5,000","2,727","3,000","5,022","3,732",373,"4,105","11,195"
2021-06-07,2021-06-07 14:18,CREDIT,2V40R0,,다이어트랩,PAY,"벌크업 소고기 단백질 KIT, 대추 토마토, 핸드드립 아메리카노","25,000","22,000","25,000",0,0,"3,300",660,"6,000","1,000","5,000","2,727","3,000","6,027","3,933",393,"4,326","17,674"
2021-06-07,2021-06-07 17:25,CREDIT,1K8700,,다이어트랩,PAY,"OP CHOCO (ICE) 초코 프로틴x3, GO단백 닭가슴살 스테이크 KIT","37,500","34,500","37,500",0,0,"5,175","1,035","6,000","1,000","5,000","2,727","3,000","7,902","4,308",431,"4,739","29,761"
2021-06-07,2021-06-07 18:09,CREDIT,0C7100,,다이어트랩,PAY,(5KIT 선택) only 다이어트 다섯끼 식단,"43,000","40,000","43,000",0,0,"6,000","1,200","6,000","1,000","5,000","2,727","3,000","8,727","4,473",447,"4,920","35,080"
2021-06-07,2021-06-07 18:57,CREDIT,17SJ80,,다이어트랩,PAY,"GO단백 닭가슴살 소시지 KIT, 고구마 (180g)","18,000","15,000","18,000",0,0,"2,250",450,"6,000","1,000","5,000","2,727","3,000","4,977","3,723",372,"4,095","10,905"
2021-06-07,2021-06-07 22:26,CREDIT,1V8Y80,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"23,900","20,900","23,900",0,0,"3,135",627,"6,000","1,000","5,000","2,727","3,000","5,862","3,900",390,"4,290","16,610"
2021-06-08,2021-06-08 10:28,CREDIT,2U0P80,,다이어트랩,PAY,"GO단백 닭가슴살 KIT, 대추 토마토x2, 핸드드립 아메리카노x2","49,200","43,200","49,200",0,0,"6,480","1,296","6,000","1,000","5,000","2,727","3,000","9,207","4,569",457,"5,026","38,174"
2021-06-08,2021-06-08 11:28,CREDIT,22AWG0,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"25,900","22,900","25,900",0,0,"3,435",687,"6,000","1,000","5,000","2,727","3,000","6,162","3,960",396,"4,356","18,544"
2021-06-08,2021-06-08 11:34,CREDIT,0CFE00,,다이어트랩,PAY,"더블 단백질 1 (닭가슴살  닭가슴살 스테이크) KITx2, 더블 단백질 2 (닭가슴살  닭가슴살 소시지) KIT","47,000","44,000","47,000",0,0,"6,600","1,320","6,000","1,000","5,000","2,727","3,000","9,327","4,593",459,"5,052","38,948"
2021-06-08,2021-06-08 16:35,CHECK,1XCK00,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"30,400","24,400","30,400",0,0,"3,660",732,"6,000","1,000","5,000","2,727","3,000","6,387","4,005",400,"4,405","19,995"
2021-06-08,2021-06-08 16:38,CREDIT,1SYBG0,,다이어트랩,PAY,"OP CHOCO (ICE) 초코 프로틴, GO단백 닭가슴살 스테이크 KIT","24,500","21,500","24,500",0,0,"3,225",645,"6,000","1,000","5,000","2,727","3,000","5,952","3,918",392,"4,310","17,190"
2021-06-08,2021-06-08 18:54,CREDIT,2WG2G0,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"25,900","22,900","25,900",0,0,"3,435",687,"6,000","1,000","5,000","2,727","3,000","6,162","3,960",396,"4,356","18,544"
2021-06-09,2021-06-09 10:05,BANK,2MDVG0,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"25,400","22,400","25,400",0,0,"3,360",672,"6,000","1,000","5,000","2,727","3,000","6,087","3,945",394,"4,339","18,061"
2021-06-09,2021-06-09 10:39,CREDIT,1NBW00,,다이어트랩,PAY,"GO단백 닭가슴살 스테이크 KIT, 미니양배추 50g, 홀그린빈 50g, 대추 토마토","18,200","15,200","18,200",0,0,"2,280",456,"6,000","1,000","5,000","2,727","3,000","5,007","3,729",373,"4,102","11,098"
2021-06-09,2021-06-09 11:03,CREDIT,163R80,,다이어트랩,PAY,"GO단백 닭가슴살 KITx2, OP CHOCO (ICE) 초코 프로틴","42,500","39,500","42,500",0,0,"5,925","1,185","6,000","1,000","5,000","2,727","3,000","8,652","4,458",446,"4,904","34,596"
2021-06-09,2021-06-09 11:25,CHECK,0WVR80,,다이어트랩,PAY,벌크업 소고기 스테이크 KITx2,"21,000","18,000","21,000",0,0,"2,700",540,"6,000","1,000","5,000","2,727","3,000","5,427","3,813",381,"4,194","13,806"
2021-06-09,2021-06-09 14:41,CREDIT,0E5PR0,,다이어트랩,PAY,GO단백 닭가슴살 스테이크 KIT,"18,000","15,000","18,000",0,0,"2,250",450,"6,000","1,000","5,000","2,727","3,000","4,977","3,723",372,"4,095","10,905"
2021-06-09,2021-06-09 17:41,CREDIT,1UJV00,,다이어트랩,PAY,"REAL VEGETARIAN KIT (채식), REAL VEGETARIAN KIT (채식)x2","38,300","35,300","38,300",0,0,"5,295","1,059","6,000","1,000","5,000","2,727","3,000","8,022","4,332",433,"4,765","30,535"
2021-06-09,2021-06-09 18:17,CREDIT,1076G0,,다이어트랩,PAY,"OP CHOCO (ICE) 초코 프로틴, 수제 디톡스 파인애플 티 (ICE), 핸드드립 아메리카노, 직접 구운계란 (모두가 아는 찜질방 그 맛)x2","25,800","22,800","25,800",0,0,"3,420",684,"6,000","1,000","5,000","2,727","3,000","6,147","3,957",395,"4,352","18,448"
2021-06-09,2021-06-09 19:09,CHECK,10L0G0,,다이어트랩,PAY,"벌크업 소고기 단백질 KIT, OP CHOCO (ICE) 초코 프로틴","25,500","22,500","25,500",0,0,"3,375",675,"6,000","1,000","5,000","2,727","3,000","6,102","3,948",395,"4,343","18,157"
2021-06-09,2021-06-09 21:14,CHECK,04T180,,다이어트랩,PAY,"GO단백 닭가슴살 스테이크 KIT, GO단백 닭가슴살 소시지 KIT","20,500","17,500","20,500",0,0,"2,625",525,"6,000","1,000","5,000","2,727","3,000","5,352","3,798",380,"4,178","13,322"
2021-06-10,2021-06-10 11:45,CREDIT,2V6Y80,,다이어트랩,PAY,"수제 디톡스 파인애플 에이드 (ICE), 현미밥 (200g), 벌크업 소고기 스테이크 KIT","33,800","27,800","33,800",0,0,"4,170",834,"6,000","1,000","5,000","2,727","3,000","6,897","4,107",410,"4,517","23,283"
2021-06-10,2021-06-10 11:47,CREDIT,0NY600,,다이어트랩,PAY,GO단백 닭가슴살 스테이크 KITx3,"48,000","45,000","48,000",0,0,"6,750","1,350","6,000","1,000","5,000","2,727","3,000","9,477","4,623",462,"5,085","39,915"
2021-06-10,2021-06-10 15:10,CREDIT,059LG0,,다이어트랩,PAY,GO단백 닭가슴살 스테이크 KIT,"22,000","19,000","22,000",0,0,"2,850",570,"6,000","1,000","5,000","2,727","3,000","5,577","3,843",384,"4,227","14,773"
2021-06-10,2021-06-10 15:23,BANK,06T100,,다이어트랩,PAY,"더블 단백질 3 (소고기  닭가슴살) KIT, 미니양배추 50g, 브로콜리 50g, 직접 구운계란 (모두가 아는 찜질방 그 맛)","18,300","15,300","18,300",0,0,"2,295",459,"6,000","1,000","5,000","2,727","3,000","5,022","3,732",373,"4,105","11,195"
2021-06-10,2021-06-10 18:40,CREDIT,0C4V00,,다이어트랩,PAY,"OP CHOCO (ICE) 초코 프로틴, GO단백 닭가슴살 스테이크 KIT","24,500","21,500","24,500",0,0,"3,225",645,"6,000","1,000","5,000","2,727","3,000","5,952","3,918",392,"4,310","17,190"
2021-06-10,2021-06-10 21:02,CREDIT,1DD000,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"27,400","24,400","27,400",0,0,"3,660",732,"6,000","1,000","5,000","2,727","3,000","6,387","4,005",400,"4,405","19,995"
2021-06-11,2021-06-11 15:12,CREDIT,2VWH80,,다이어트랩,PAY,GO단백 닭가슴살 스테이크 KIT,"18,000","15,000","18,000",0,0,"2,250",450,"6,000","1,000","5,000","2,727","3,000","4,977","3,723",372,"4,095","10,905"
2021-06-11,2021-06-11 18:45,BANK,2W9W80,,다이어트랩,PAY,"GO단백 닭가슴살 스테이크 KIT, 수제 디톡스 파인애플 에이드 (ICE)","26,900","23,900","26,900",0,0,"3,585",717,"6,000","1,000","5,000","2,727","3,000","6,312","3,990",399,"4,389","19,511"
2021-06-11,2021-06-11 19:15,CREDIT,2PV7R0,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"25,900","22,900","25,900",0,0,"3,435",687,"6,000","1,000","5,000","2,727","3,000","6,162","3,960",396,"4,356","18,544"
2021-06-11,2021-06-11 20:34,CREDIT,2GS8R0,,다이어트랩,PAY,"GO단백 닭가슴살 소시지 KIT, GO단백 닭가슴살 스테이크 KIT","20,400","17,400","20,400",0,0,"2,610",522,"6,000","1,000","5,000","2,727","3,000","5,337","3,795",379,"4,174","13,226"
2021-06-11,2021-06-11 21:26,CHECK,0U7R00,,다이어트랩,PAY,"OP VANILLA (ICE) 바닐라 프로틴, OP VANI'BANA (ICE) 바닐라바나나 프로틴, 직접 구운계란 (모두가 아는 찜질방 그 맛)","18,900","15,900","18,900",0,0,"2,385",477,"6,000","1,000","5,000","2,727","3,000","5,112","3,750",375,"4,125","11,775"
2021-06-11,2021-06-11 21:36,CREDIT,107K00,,다이어트랩,PAY,(5KIT 선택) only 다이어트 다섯끼 식단,"40,500","37,500","40,500",0,0,"5,625","1,125","6,000","1,000","5,000","2,727","3,000","8,352","4,398",440,"4,838","32,662"
2021-06-11,2021-06-11 23:35,CHECK,1AM9G0,,다이어트랩,PAY,더블 단백질 3 (소고기  닭가슴살) KIT,"19,500","16,500","19,500",0,0,"2,475",495,"6,000","1,000","5,000","2,727","3,000","5,202","3,768",377,"4,145","12,355"
2021-06-12,2021-06-12 10:05,CREDIT,01HU00,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"26,400","23,400","26,400",0,0,"3,510",702,"6,000","1,000","5,000","2,727","3,000","6,237","3,975",397,"4,372","19,028"
2021-06-12,2021-06-12 10:26,CREDIT,28ALR0,,다이어트랩,PAY,(5KIT 선택) only 다이어트 다섯끼 식단,"47,400","44,400","47,400",0,0,"6,660","1,332","6,000","1,000","5,000","2,727","3,000","9,387","4,605",460,"5,065","39,335"
2021-06-12,2021-06-12 11:07,CREDIT,1WW500,,다이어트랩,PAY,GO단백 닭가슴살 스테이크 KITx3,"48,000","45,000","48,000",0,0,"6,750","1,350","6,000","1,000","5,000","2,727","3,000","9,477","4,623",462,"5,085","39,915"
2021-06-12,2021-06-12 11:12,CREDIT,00F900,,다이어트랩,PAY,"닭가슴살 믹스 샐러드x2, 미니양배추 50g, 홀그린빈 50gx2, 브로콜리 50g","22,900","16,900","22,900",0,0,"2,535",507,"6,000","1,000","5,000","2,727","3,000","5,262","3,780",378,"4,158","12,742"
2021-06-12,2021-06-12 13:29,BANK,1GH200,,다이어트랩,PAY,"(3KIT 선택) 하루 세끼 다이어트 식단, 핸드드립 아메리카노","33,900","30,900","33,900",0,0,"4,635",927,"6,000","1,000","5,000","2,727","3,000","7,362","4,200",420,"4,620","26,280"
