거래일,거래일시,주문유형,결제유형,주문아이디,브랜드명,상점명,거래유형,주문내역,총금액,주문금액,결제금액,쿠팡부담할인금액,상점부담할인금액,기본요금,,,프로모션요금,,고객부담배달비,고객부담배달비 (총액),프로모션혜택금액,최종요금,,,광고비,,,정산금액
,,,,,,,,,,,,,,서비스수수료,카드수수료 및 결제이용료,배달수수료,주문중개수수료,배달요금,,,,총공급가액,총부가세액,총액,총공급가액,총부가세액,총액,
2021-09-13,2021-09-13 11:24,배달,CREDIT,280P00,,다이어트랩,PAY,"GO단백 닭가슴살 스테이크 KIT, 핸드드립 아메리카노","21,000","18,000","21,000",0,0,"2,700",540,"6,000","1,000","5,000","2,727","3,000","5,427","3,813",381,"4,194",0,0,0,"13,806"
2021-09-13,2021-09-13 11:48,배달,CHECK,039XR0,,다이어트랩,PAY,"더블 단백질 1 (닭가슴살  닭가슴살 스테이크) KIT, OP CHO'COF (ICE) 초코커피 프로틴","19,000","16,000","19,000",0,0,"2,400",480,"6,000","1,000","5,000","2,727","3,000","5,127","3,753",375,"4,128",0,0,0,"11,872"
2021-09-13,2021-09-13 13:18,배달,BANK,2C2RR0,,다이어트랩,PAY,GO단백 닭가슴살 스테이크 KITx2,"18,000","15,000","18,000",0,0,"2,250",450,"6,000","1,000","5,000","2,727","3,000","4,977","3,723",372,"4,095",0,0,0,"10,905"
2021-09-13,2021-09-13 13:30,배달,CHECK,0SMS80,,다이어트랩,PAY,"연어 스테이크 KIT, GO단백 닭가슴살 스테이크 KIT","18,500","15,500","18,500",0,0,"2,325",465,"6,000","1,000","5,000","2,727","3,000","5,052","3,738",374,"4,112",0,0,0,"11,388"
2021-09-13,2021-09-13 14:27,배달,CREDIT,1FXAG0,,다이어트랩,PAY,"탄수화물 에너지 KIT, 핸드드립 아메리카노","23,000","20,000","23,000",0,0,"3,000",600,"6,000","1,000","5,000","2,727","3,000","5,727","3,873",387,"4,260",0,0,0,"15,740"
2021-09-13,2021-09-13 15:47,배달,CREDIT,2F5100,,다이어트랩,PAY,벌크업 소고기 스테이크 KIT,"18,500","15,500","18,500",0,0,"2,325",465,"6,000","1,000","5,000","2,727","3,000","5,052","3,738",374,"4,112",0,0,0,"11,388"
2021-09-13,2021-09-13 15:55,배달,CREDIT,0D4A80,,다이어트랩,PAY,"OP CHOCO (ICE) 초코 프로틴, GO단백 닭가슴살 스테이크 KIT","22,500","19,500","22,500",0,0,"2,925",585,"6,000","1,000","5,000","2,727","3,000","5,652","3,858",386,"4,244",0,0,0,"15,256"
2021-09-13,2021-09-13 17:59,배달,CREDIT,2MS780,,다이어트랩,PAY,(5KIT 선택) only 다이어트 다섯끼 식단,"52,800","49,800","52,800",0,0,"7,470","1,494","6,000","1,000","5,000","2,727","3,000","10,197","4,767",476,"5,243",0,0,0,"44,557"
2021-09-13,2021-09-13 18:35,배달,CREDIT,000X80,,다이어트랩,PAY,"GO단백 닭가슴살 스테이크 KIT, 브로콜리 50g, OP VANILLA (ICE) 바닐라 프로틴","18,000","15,000","18,000",0,0,"2,250",450,"6,000","1,000","5,000","2,727","3,000","4,977","3,723",372,"4,095",0,0,0,"10,905"
2021-09-13,2021-09-13 19:05,배달,CREDIT,0FT400,,다이어트랩,PAY,"OP CHOCO (ICE) 초코 프로틴x2, OP CHO'COF (ICE) 초코커피 프로틴x2","32,000","29,000","32,000",0,0,"4,350",870,"6,000","1,000","5,000","2,727","3,000","7,077","4,143",414,"4,557",0,0,0,"24,443"
2021-09-13,2021-09-13 21:12,배달,CREDIT,0MDDG0,,다이어트랩,PAY,"GO단백 닭가슴살 스테이크 KIT, OP VANI'BLUE (ICE) 바닐라  블루베리 프로틴","21,900","18,900","21,900",0,0,"2,835",567,"6,000","1,000","5,000","2,727","3,000","5,562","3,840",384,"4,224",0,0,0,"14,676"
2021-09-13,2021-09-13 21:12,배달,CREDIT,0MDDG0,,다이어트랩,CANCEL,"GO단백 닭가슴살 스테이크 KIT, OP VANI'BLUE (ICE) 바닐라  블루베리 프로틴","-21,900","-18,900","-21,900",0,0,"-2,835",-567,"-6,000","-1,000","-5,000","-2,727","-3,000","-5,562","-3,840",-384,"-4,224",0,0,0,"-14,676"
2021-09-13,2021-09-13 21:13,배달,CREDIT,0E6LR0,,다이어트랩,PAY,"GO단백 닭가슴살 스테이크 KIT, OP VANI'BLUE (ICE) 바닐라  블루베리 프로틴","26,600","20,600","26,600",0,0,"3,090",618,"6,000","1,000","5,000","2,727","3,000","5,817","3,891",389,"4,280",0,0,0,"16,320"
2021-09-13,2021-09-13 21:28,배달,BANK,08V500,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"27,400","24,400","27,400",0,0,"3,660",732,"6,000","1,000","5,000","2,727","3,000","6,387","4,005",400,"4,405",0,0,0,"19,995"
2021-09-13,2021-09-13 22:04,배달,CHECK,1ST4G0,,다이어트랩,PAY,"벌크업 소고기 스테이크 KITx2, 벌크업 소고기 단백질 KIT","39,500","36,500","39,500",0,0,"5,475","1,095","6,000","1,000","5,000","2,727","3,000","8,202","4,368",437,"4,805",0,0,0,"31,695"
2021-09-14,2021-09-14 10:01,배달,CHECK,1TCC80,,다이어트랩,PAY,"GO단백 닭가슴살 스테이크 KIT, 직접 구운계란 (모두가 아는 찜질방 그 맛), 얼그레이","18,900","15,900","18,900",0,0,"2,385",477,"6,000","1,000","5,000","2,727","3,000","5,112","3,750",375,"4,125",0,0,0,"11,775"
2021-09-14,2021-09-14 11:18,배달,CREDIT,2XUY80,,다이어트랩,PAY,"고구마 (180g), 핸드드립 아메리카노, GO단백 닭가슴살 스테이크 KIT","41,900","38,900","41,900",0,0,"5,835","1,167","6,000","1,000","5,000","2,727","3,000","8,562","4,440",444,"4,884",0,0,0,"34,016"
2021-09-14,2021-09-14 11:51,배달,CHECK,1J4N00,,다이어트랩,PAY,"GO단백 닭가슴살 스테이크 KIT, 연어 스테이크 KITx2, 탄수화물 에너지 KIT","33,500","30,500","33,500",0,0,"4,575",915,"6,000","1,000","5,000","2,727","3,000","7,302","4,188",419,"4,607",0,0,0,"25,893"
2021-09-14,2021-09-14 11:52,배달,BANK,0863R0,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"24,900","21,900","24,900",0,0,"3,285",657,"6,000","1,000","5,000","2,727","3,000","6,012","3,930",393,"4,323",0,0,0,"17,577"
2021-09-14,2021-09-14 12:11,배달,BANK,2G94R0,,다이어트랩,PAY,GO단백 닭가슴살 스테이크 KITx2,"18,000","15,000","18,000",0,0,"2,250",450,"6,000","1,000","5,000","2,727","3,000","4,977","3,723",372,"4,095",0,0,0,"10,905"
2021-09-14,2021-09-14 12:20,배달,CREDIT,1KKTG0,,다이어트랩,PAY,"GO단백 닭가슴살 스테이크 KIT, 핸드드립 아메리카노","20,500","17,500","20,500",0,0,"2,625",525,"6,000","1,000","5,000","2,727","3,000","5,352","3,798",380,"4,178",0,0,0,"13,322"
2021-09-14,2021-09-14 12:22,배달,CREDIT,1AKB80,,다이어트랩,PAY,"벌크업 소고기 스테이크 KIT, OP VANILLA (ICE) 바닐라 프로틴","18,500","15,500","18,500",0,0,"2,325",465,"6,000","1,000","5,000","2,727","3,000","5,052","3,738",374,"4,112",0,0,0,"11,388"
2021-09-14,2021-09-14 12:22,배달,CREDIT,27DPG0,,다이어트랩,PAY,"(3KIT 선택) 하루 세끼 다이어트 식단, 애기당근 50g","31,900","28,900","31,900",0,0,"4,335",867,"6,000","1,000","5,000","2,727","3,000","7,062","4,140",414,"4,554",0,0,0,"24,346"
2021-09-14,2021-09-14 12:22,배달,CREDIT,0M0R80,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"25,400","22,400","25,400",0,0,"3,360",672,"6,000","1,000","5,000","2,727","3,000","6,087","3,945",394,"4,339",0,0,0,"18,061"
2021-09-14,2021-09-14 13:33,배달,CREDIT,2X4A00,,다이어트랩,PAY,"더블 단백질 3 (소고기  닭가슴살) KIT, 오미자 티 (수제청)x2","27,000","24,000","27,000",0,0,"3,600",720,"6,000","1,000","5,000","2,727","3,000","6,327","3,993",399,"4,392",0,0,0,"19,608"
2021-09-14,2021-09-14 15:13,배달,CREDIT,11A3G0,,다이어트랩,PAY,OP CHO'BANA (ICE) 초코바나나 프로틴x2,"18,000","15,000","18,000",0,0,"2,250",450,"6,000","1,000","5,000","2,727","3,000","4,977","3,723",372,"4,095",0,0,0,"10,905"
2021-09-14,2021-09-14 16:24,배달,BANK,1UHX00,,다이어트랩,PAY,"단호박 (120g), 벌크업 소고기 스테이크 KITx2, GO단백 닭가슴살 스테이크 KIT, 소스 추가 1개","32,300","29,300","32,300",0,0,"4,395",879,"6,000","1,000","5,000","2,727","3,000","7,122","4,152",415,"4,567",0,0,0,"24,733"
2021-09-14,2021-09-14 17:15,배달,CREDIT,066700,,다이어트랩,PAY,"연어 스테이크 KIT, 알감자 (140g), 모듬 야채 100g, 애기당근 50g, 미니양배추 50g","18,500","15,500","18,500",0,0,"2,325",465,"6,000","1,000","5,000","2,727","3,000","5,052","3,738",374,"4,112",0,0,0,"11,388"
2021-09-14,2021-09-14 19:30,배달,CHECK,096MR0,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"26,400","23,400","26,400",0,0,"3,510",702,"6,000","1,000","5,000","2,727","3,000","6,237","3,975",397,"4,372",0,0,0,"19,028"
2021-09-14,2021-09-14 21:59,배달,CREDIT,04E900,,다이어트랩,PAY,벌크업 소고기 스테이크 KITx2,"21,000","18,000","21,000",0,0,"2,700",540,"6,000","1,000","5,000","2,727","3,000","5,427","3,813",381,"4,194",0,0,0,"13,806"
2021-09-14,2021-09-14 23:44,배달,CHECK,0J3K00,,다이어트랩,PAY,"GO단백 닭가슴살 스테이크 KIT, 연어 스테이크 KIT, OP VANI'BANA (ICE) 바닐라바나나 프로틴","31,000","28,000","31,000",0,0,"4,200",840,"6,000","1,000","5,000","2,727","3,000","6,927","4,113",411,"4,524",0,0,0,"23,476"
2021-09-15,2021-09-15 10:16,배달,CREDIT,0WUCR0,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"24,900","21,900","24,900",0,0,"3,285",657,"6,000","1,000","5,000","2,727","3,000","6,012","3,930",393,"4,323",0,0,0,"17,577"
2021-09-15,2021-09-15 11:00,배달,CHECK,1JRUR0,,다이어트랩,PAY,"연어 스테이크 KIT, OP CHOCO (ICE) 초코 프로틴","20,100","17,100","20,100",0,0,"2,565",513,"6,000","1,000","5,000","2,727","3,000","5,292","3,786",378,"4,164",0,0,0,"12,936"
2021-09-15,2021-09-15 11:16,배달,CREDIT,2WCK00,,다이어트랩,PAY,"REAL VEGETARIAN KIT (채식), REAL VEGETARIAN KIT (채식)","23,500","20,500","23,500",0,0,"3,075",615,"6,000","1,000","5,000","2,727","3,000","5,802","3,888",389,"4,277",0,0,0,"16,223"
2021-09-15,2021-09-15 11:39,배달,CREDIT,2A92R0,,다이어트랩,PAY,"연어 스테이크 KIT, 직접 구운계란 (모두가 아는 찜질방 그 맛)","20,300","17,300","20,300",0,0,"2,595",519,"6,000","1,000","5,000","2,727","3,000","5,322","3,792",379,"4,171",0,0,0,"13,129"
2021-09-15,2021-09-15 12:30,배달,CREDIT,1WGE00,,다이어트랩,PAY,"GO단백 닭가슴살 KIT, OP CHO'COF (ICE) 초코커피 프로틴","18,000","15,000","18,000",0,0,"2,250",450,"6,000","1,000","5,000","2,727","3,000","4,977","3,723",372,"4,095",0,0,0,"10,905"
2021-09-15,2021-09-15 12:32,배달,CREDIT,2PWNG0,,다이어트랩,PAY,"벌크업 소고기 스테이크 KITx2, OP CHOCO (ICE) 초코 프로틴","27,500","24,500","27,500",0,0,"3,675",735,"6,000","1,000","5,000","2,727","3,000","6,402","4,008",401,"4,409",0,0,0,"20,091"
2021-09-15,2021-09-15 14:57,배달,CREDIT,2E9KR0,,다이어트랩,PAY,OP VANI'BANA (ICE) 바닐라바나나 프로틴x2,"18,000","15,000","18,000",0,0,"2,250",450,"6,000","1,000","5,000","2,727","3,000","4,977","3,723",372,"4,095",0,0,0,"10,905"
2021-09-15,2021-09-15 15:03,배달,BANK,15L4G0,,다이어트랩,PAY,"REAL VEGETARIAN KIT (채식), 연어 스테이크 KIT","19,000","16,000","19,000",0,0,"2,400",480,"6,000","1,000","5,000","2,727","3,000","5,127","3,753",375,"4,128",0,0,0,"11,872"
2021-09-15,2021-09-15 15:16,배달,CHECK,15PX80,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"26,400","23,400","26,400",0,0,"3,510",702,"6,000","1,000","5,000","2,727","3,000","6,237","3,975",397,"4,372",0,0,0,"19,028"
2021-09-15,2021-09-15 17:33,배달,BANK,1DGKR0,,다이어트랩,PAY,"연어 스테이크 KIT, OP VANI'BLUE (ICE) 바닐라  블루베리 프로틴","23,000","20,000","23,000",0,0,"3,000",600,"6,000","1,000","5,000","2,727","3,000","5,727","3,873",387,"4,260",0,0,0,"15,740"
2021-09-15,2021-09-15 17:46,배달,CHECK,19ECG0,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"40,400","37,400","40,400",0,0,"5,610","1,122","6,000","1,000","5,000","2,727","3,000","8,337","4,395",439,"4,834",0,0,0,"32,566"
2021-09-15,2021-09-15 17:53,배달,BANK,1684R0,,다이어트랩,PAY,"(3KIT 선택) 하루 세끼 다이어트 식단, 대추 토마토","32,900","29,900","32,900",0,0,"4,485",897,"6,000","1,000","5,000","2,727","3,000","7,212","4,170",417,"4,587",0,0,0,"25,313"
2021-09-15,2021-09-15 18:22,배달,CREDIT,1TM880,,다이어트랩,PAY,"알감자 (140g)x2, 연어 스테이크 KIT, 모듬 야채 100gx2, 애기당근 50g, GO단백 닭가슴살 스테이크 KITx3","44,500","41,500","44,500",0,0,"6,225","1,245","6,000","1,000","5,000","2,727","3,000","8,952","4,518",452,"4,970",0,0,0,"36,530"
2021-09-15,2021-09-15 19:03,배달,BANK,1684R0,,다이어트랩,CANCEL,대추 토마토,"-5,000","-5,000","-5,000",0,0,-750,-150,0,0,0,0,0,-750,-150,-15,-165,0,0,0,"-4,835"
2021-09-15,2021-09-15 19:27,배달,CREDIT,1N1N80,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"42,400","39,400","42,400",0,0,"5,910","1,182","6,000","1,000","5,000","2,727","3,000","8,637","4,455",445,"4,900",0,0,0,"34,500"
2021-09-15,2021-09-15 19:49,배달,CREDIT,0M6S00,,다이어트랩,PAY,"OP CHOCO (ICE) 초코 프로틴, GO단백 닭가슴살 스테이크 KIT, 모듬 야채 100g","19,000","16,000","19,000",0,0,"2,400",480,"6,000","1,000","5,000","2,727","3,000","5,127","3,753",375,"4,128",0,0,0,"11,872"
2021-09-15,2021-09-15 23:29,배달,CREDIT,1YG6G0,,다이어트랩,PAY,"OP VANI'BANA (ICE) 바닐라바나나 프로틴, 벌크업 소고기 스테이크 KIT","19,500","16,500","19,500",0,0,"2,475",495,"6,000","1,000","5,000","2,727","3,000","5,202","3,768",377,"4,145",0,0,0,"12,355"
2021-09-16,2021-09-16 10:20,배달,BANK,079NR0,,다이어트랩,PAY,(5KIT 선택) only 다이어트 다섯끼 식단,"42,000","39,000","42,000",0,0,"5,850","1,170","6,000","1,000","5,000","2,727","3,000","8,577","4,443",444,"4,887",0,0,0,"34,113"
2021-09-16,2021-09-16 10:52,배달,CREDIT,1GW980,,다이어트랩,PAY,"연어 스테이크 KIT, 직접 구운계란 (모두가 아는 찜질방 그 맛)","19,300","16,300","19,300",0,0,"2,445",489,"6,000","1,000","5,000","2,727","3,000","5,172","3,762",376,"4,138",0,0,0,"12,162"
2021-09-16,2021-09-16 11:32,배달,CREDIT,2DNT80,,다이어트랩,PAY,"GO단백 닭가슴살 KIT, 수제 디톡스 파인애플 티 (ICE)","18,900","15,900","18,900",0,0,"2,385",477,"6,000","1,000","5,000","2,727","3,000","5,112","3,750",375,"4,125",0,0,0,"11,775"
2021-09-16,2021-09-16 11:51,배달,BANK,0KD3G0,,다이어트랩,PAY,"(3KIT 선택) 하루 세끼 다이어트 식단, 핸드드립 아메리카노","32,900","29,900","32,900",0,0,"4,485",897,"6,000","1,000","5,000","2,727","3,000","7,212","4,170",417,"4,587",0,0,0,"25,313"
2021-09-16,2021-09-16 12:17,배달,CREDIT,2LGA80,,다이어트랩,PAY,"벌크업 소고기 스테이크 KIT, 탄수화물 에너지 KIT","19,000","16,000","19,000",0,0,"2,400",480,"6,000","1,000","5,000","2,727","3,000","5,127","3,753",375,"4,128",0,0,0,"11,872"
2021-09-16,2021-09-16 12:35,배달,CREDIT,2SGA80,,다이어트랩,PAY,"OP CHOCO (ICE) 초코 프로틴, GO단백 닭가슴살 소시지 KITx2","25,500","22,500","25,500",0,0,"3,375",675,"6,000","1,000","5,000","2,727","3,000","6,102","3,948",395,"4,343",0,0,0,"18,157"
2021-09-16,2021-09-16 12:43,배달,CREDIT,0VESG0,,다이어트랩,PAY,"GO단백 닭가슴살 KIT, OP CHO'COF (ICE) 초코커피 프로틴","18,000","15,000","18,000",0,0,"2,250",450,"6,000","1,000","5,000","2,727","3,000","4,977","3,723",372,"4,095",0,0,0,"10,905"
2021-09-16,2021-09-16 13:07,배달,BANK,10XD80,,다이어트랩,PAY,GO단백 닭가슴살 스테이크 KITx2,"18,000","15,000","18,000",0,0,"2,250",450,"6,000","1,000","5,000","2,727","3,000","4,977","3,723",372,"4,095",0,0,0,"10,905"
2021-09-16,2021-09-16 13:21,배달,CREDIT,1WG6R0,,다이어트랩,PAY,"GO단백 닭가슴살 스테이크 KIT, 몰디브, 직접 구운계란 (모두가 아는 찜질방 그 맛)","18,900","15,900","18,900",0,0,"2,385",477,"6,000","1,000","5,000","2,727","3,000","5,112","3,750",375,"4,125",0,0,0,"11,775"
2021-09-16,2021-09-16 18:03,배달,CREDIT,2V5R00,,다이어트랩,PAY,"(3KIT 선택) 하루 세끼 다이어트 식단, 미니양배추 50g","31,400","28,400","31,400",0,0,"4,260",852,"6,000","1,000","5,000","2,727","3,000","6,987","4,125",412,"4,537",0,0,0,"23,863"
2021-09-16,2021-09-16 22:34,배달,CREDIT,2KJ8G0,,다이어트랩,PAY,"연어 스테이크 KIT, 수제 디톡스 파인애플 에이드 (ICE)","30,500","27,500","30,500",0,0,"4,125",825,"6,000","1,000","5,000","2,727","3,000","6,852","4,098",410,"4,508",0,0,0,"22,992"
2021-09-17,2021-09-17 10:02,배달,CREDIT,073R00,,다이어트랩,PAY,"핸드드립 아메리카노, GO단백 닭가슴살 스테이크 KIT, 더블 단백질 1 (닭가슴살  닭가슴살 스테이크) KIT, 고구마 (180g)x2","40,200","37,200","40,200",0,0,"5,580","1,116","6,000","1,000","5,000","2,727","3,000","8,307","4,389",439,"4,828",0,0,0,"32,372"
2021-09-17,2021-09-17 10:52,배달,CHECK,1DWTG0,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"23,900","20,900","23,900",0,0,"3,135",627,"6,000","1,000","5,000","2,727","3,000","5,862","3,900",390,"4,290",0,0,0,"16,610"
2021-09-17,2021-09-17 10:59,배달,CREDIT,00U8G0,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"26,900","23,900","26,900",0,0,"3,585",717,"6,000","1,000","5,000","2,727","3,000","6,312","3,990",399,"4,389",0,0,0,"19,511"
2021-09-17,2021-09-17 11:21,배달,CREDIT,295NR0,,다이어트랩,PAY,"연어 스테이크 KIT, 수제 디톡스 파인애플 에이드 (ICE), 몰디브","29,700","26,700","29,700",0,0,"4,005",801,"6,000","1,000","5,000","2,727","3,000","6,732","4,074",407,"4,481",0,0,0,"22,219"
2021-09-17,2021-09-17 11:28,배달,CREDIT,142T00,,다이어트랩,PAY,"연어 스테이크 KIT, 핸드드립 아메리카노","21,000","18,000","21,000",0,0,"2,700",540,"6,000","1,000","5,000","2,727","3,000","5,427","3,813",381,"4,194",0,0,0,"13,806"
2021-09-17,2021-09-17 12:23,배달,BANK,06RA00,,다이어트랩,PAY,"REAL VEGETARIAN KIT (채식), 핸드드립 아메리카노, 모듬 야채 100g","19,000","16,000","19,000",0,0,"2,400",480,"6,000","1,000","5,000","2,727","3,000","5,127","3,753",375,"4,128",0,0,0,"11,872"
2021-09-17,2021-09-17 12:26,배달,CREDIT,06TR80,,다이어트랩,PAY,"더블 단백질 3 (소고기  닭가슴살) KITx2, 대추 토마토","30,000","27,000","30,000",0,0,"4,050",810,"6,000","1,000","5,000","2,727","3,000","6,777","4,083",408,"4,491",0,0,0,"22,509"
2021-09-17,2021-09-17 13:00,배달,CREDIT,173Y00,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"28,300","25,300","28,300",0,0,"3,795",759,"6,000","1,000","5,000","2,727","3,000","6,522","4,032",403,"4,435",0,0,0,"20,865"
2021-09-17,2021-09-17 13:00,배달,CHECK,1L2A00,,다이어트랩,PAY,연어 스테이크 KITx2,"19,000","16,000","19,000",0,0,"2,400",480,"6,000","1,000","5,000","2,727","3,000","5,127","3,753",375,"4,128",0,0,0,"11,872"
2021-09-17,2021-09-17 18:35,배달,CREDIT,11G800,,다이어트랩,PAY,(5KIT 선택) only 다이어트 다섯끼 식단,"51,000","48,000","51,000",0,0,"7,200","1,440","6,000","1,000","5,000","2,727","3,000","9,927","4,713",471,"5,184",0,0,0,"42,816"
2021-09-17,2021-09-17 21:32,배달,CREDIT,07EBR0,,다이어트랩,PAY,"벌크업 소고기 스테이크 KIT, 카페라떼x2","35,000","32,000","35,000",0,0,"4,800",960,"6,000","1,000","5,000","2,727","3,000","7,527","4,233",423,"4,656",0,0,0,"27,344"
2021-09-18,2021-09-18 12:09,배달,CREDIT,2SCNR0,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"26,900","23,900","26,900",0,0,"3,585",717,"6,000","1,000","5,000","2,727","3,000","6,312","3,990",399,"4,389",0,0,0,"19,511"
2021-09-18,2021-09-18 12:58,배달,CREDIT,2HRM00,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"26,900","23,900","26,900",0,0,"3,585",717,"6,000","1,000","5,000","2,727","3,000","6,312","3,990",399,"4,389",0,0,0,"19,511"
2021-09-18,2021-09-18 13:13,배달,CREDIT,0UVC00,,다이어트랩,PAY,"GO단백 닭가슴살 KIT, GO단백 닭가슴살 스테이크 KIT, GO단백 닭가슴살 소시지 KIT, 연어 스테이크 KIT, REAL VEGETARIAN KIT (채식), 벌크업 소고기 스테이크 KIT","51,300","48,300","51,300",0,0,"7,245","1,449","6,000","1,000","5,000","2,727","3,000","9,972","4,722",472,"5,194",0,0,0,"43,106"
2021-09-18,2021-09-18 13:59,배달,BANK,0GBB00,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"31,400","28,400","31,400",0,0,"4,260",852,"6,000","1,000","5,000","2,727","3,000","6,987","4,125",412,"4,537",0,0,0,"23,863"
2021-09-18,2021-09-18 16:52,배달,CHECK,13SLR0,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"24,900","21,900","24,900",0,0,"3,285",657,"6,000","1,000","5,000","2,727","3,000","6,012","3,930",393,"4,323",0,0,0,"17,577"
2021-09-18,2021-09-18 18:13,배달,BANK,2L4300,,다이어트랩,PAY,"더블 단백질 1 (닭가슴살  닭가슴살 스테이크) KIT, 대추 토마토, OP VANILLA (ICE) 바닐라 프로틴","25,000","22,000","25,000",0,0,"3,300",660,"6,000","1,000","5,000","2,727","3,000","6,027","3,933",393,"4,326",0,0,0,"17,674"
2021-09-18,2021-09-18 21:37,배달,CREDIT,1VGPG0,,다이어트랩,PAY,"블랙퍼스트, 연어 스테이크 KIT","19,400","16,400","19,400",0,0,"2,460",492,"6,000","1,000","5,000","2,727","3,000","5,187","3,765",376,"4,141",0,0,0,"12,259"
2021-09-18,2021-09-18 22:19,배달,CREDIT,1RCRG0,,다이어트랩,PAY,"GO단백 닭가슴살 KIT, 직접 구운계란 (모두가 아는 찜질방 그 맛), 알감자 (140g)","19,300","16,300","19,300",0,0,"2,445",489,"6,000","1,000","5,000","2,727","3,000","5,172","3,762",376,"4,138",0,0,0,"12,162"
2021-09-19,2021-09-19 10:07,배달,CREDIT,2AVL80,,다이어트랩,PAY,"핸드드립 아메리카노, GO단백 닭가슴살 스테이크 KIT, 더블 단백질 2 (닭가슴살  닭가슴살 소시지) KIT, 고구마 (180g)x2","40,000","37,000","40,000",0,0,"5,550","1,110","6,000","1,000","5,000","2,727","3,000","8,277","4,383",438,"4,821",0,0,0,"32,179"
2021-09-19,2021-09-19 10:22,배달,CREDIT,07HN80,,다이어트랩,PAY,더블 단백질 3 (소고기  닭가슴살) KIT,"21,000","18,000","21,000",0,0,"2,700",540,"6,000","1,000","5,000","2,727","3,000","5,427","3,813",381,"4,194",0,0,0,"13,806"
2021-09-19,2021-09-19 16:35,배달,CREDIT,14GLR0,,다이어트랩,PAY,"벌크업 소고기 스테이크 KIT, 단호박 (120g)x2","18,000","15,000","18,000",0,0,"2,250",450,"6,000","1,000","5,000","2,727","3,000","4,977","3,723",372,"4,095",0,0,0,"10,905"
2021-09-19,2021-09-19 17:01,배달,CREDIT,0REUG0,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"28,900","25,900","28,900",0,0,"3,885",777,"6,000","1,000","5,000","2,727","3,000","6,612","4,050",405,"4,455",0,0,0,"21,445"
2021-09-19,2021-09-19 17:47,배달,CREDIT,23MMR0,,다이어트랩,PAY,벌크업 소고기 스테이크 KITx2,"24,000","18,000","24,000",0,0,"2,700",540,"6,000","1,000","5,000","2,727","3,000","5,427","3,813",381,"4,194",0,0,0,"13,806"
2021-09-19,2021-09-19 19:23,배달,CREDIT,1KN4R0,,다이어트랩,PAY,GO단백 닭가슴살 스테이크 KIT,"19,000","16,000","19,000",0,0,"2,400",480,"6,000","1,000","5,000","2,727","3,000","5,127","3,753",375,"4,128",0,0,0,"11,872"
2021-09-20,2021-09-20 11:07,배달,CHECK,2V1E00,,다이어트랩,PAY,벌크업 소고기 스테이크 KITx2,"24,000","18,000","24,000",0,0,"2,700",540,"6,000","1,000","5,000","2,727","3,000","5,427","3,813",381,"4,194",0,0,0,"13,806"
2021-09-20,2021-09-20 12:45,배달,CREDIT,091W00,,다이어트랩,PAY,"연어 스테이크 KITx2, REAL VEGETARIAN KIT (채식)","27,000","24,000","27,000",0,0,"3,600",720,"6,000","1,000","5,000","2,727","3,000","6,327","3,993",399,"4,392",0,0,0,"19,608"
2021-09-20,2021-09-20 14:13,배달,CREDIT,1NLDG0,,다이어트랩,PAY,"GO단백 닭가슴살 스테이크 KIT, 더블 단백질 3 (소고기  닭가슴살) KIT","24,000","21,000","24,000",0,0,"3,150",630,"6,000","1,000","5,000","2,727","3,000","5,877","3,903",390,"4,293",0,0,0,"16,707"
2021-09-20,2021-09-20 15:00,배달,CREDIT,1BUNR0,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"26,300","23,300","26,300",0,0,"3,495",699,"6,000","1,000","5,000","2,727","3,000","6,222","3,972",397,"4,369",0,0,0,"18,931"
2021-09-20,2021-09-20 15:05,배달,BANK,2HJ2G0,,다이어트랩,PAY,"GO단백 닭가슴살 스테이크 KIT, 연어 스테이크 KIT","18,500","15,500","18,500",0,0,"2,325",465,"6,000","1,000","5,000","2,727","3,000","5,052","3,738",374,"4,112",0,0,0,"11,388"
